Area,AP Ratio,District,Season,crop_name,Production,Max Temp,Min Temp,Min Relative Humidity,Max Relative Humidity
0,#DIV/0!,Pirojpur,Kharif 2,Carrot,0,21,15.0,47,86
52,3.923076923,Rajbari,Kharif 2,Carrot,204,21,15.0,47,86
112,4.660714286,Rajshahi,Kharif 2,Carrot,522,21,15.0,47,86
0,#DIV/0!,Rangamati,Kharif 2,Carrot,0,21,15.0,47,86
211,2.545023697,Rangpur,Kharif 2,Carrot,537,21,15.0,47,86
92,3.836956522,Satkhira,Kharif 2,Carrot,353,21,15.0,47,86
14,3.214285714,Shariatpur,Kharif 2,Carrot,45,21,15.0,47,86
161,3.763975155,Sherpur,Kharif 2,Carrot,606,21,15.0,47,86
65,4.215384615,Sirajganj,Kharif 2,Carrot,274,21,15.0,47,86
18,2.055555556,Sunamganj,Kharif 2,Carrot,37,21,15.0,47,86
48,3.854166667,Sylhet,Kharif 2,Carrot,185,21,15.0,47,86
102,3.31372549,Tangail,Kharif 2,Carrot,338,21,15.0,47,86
81,4.296296296,Thakurgaon,Kharif 2,Carrot,348,21,15.0,47,86
470,5.34893617,Bagerhat,Kharif 2,Cauliflower,2514,30,8.0,70,85
278,2.81294964,Bandarban,Kharif 2,Cauliflower,782,30,8.0,70,85
150,2.68,Barguna,Kharif 2,Cauliflower,402,30,8.0,70,85
459,2.169934641,Barishal,Kharif 2,Cauliflower,996,30,8.0,70,85
291,3.446735395,Bhola,Kharif 2,Cauliflower,1003,30,8.0,70,85
1112,4.705935252,Bogura,Kharif 2,Cauliflower,5233,30,8.0,70,85
930,7.101075269,Brahmanbaria,Kharif 2,Cauliflower,6604,30,8.0,70,85
287,3.588850174,Chandpur,Kharif 2,Cauliflower,1030,30,8.0,70,85
833,3.408163265,Chapai Nawabganj,Kharif 2,Cauliflower,2839,30,8.0,70,85
1969,4.482478415,Chattogram,Kharif 2,Cauliflower,8826,30,8.0,70,85
1873,3.134543513,Chuadanga,Kharif 2,Cauliflower,5871,30,8.0,70,85
336,3.633928571,CoxsBazar,Kharif 2,Cauliflower,1221,30,8.0,70,85
1677,4.844364937,Cumilla,Kharif 2,Cauliflower,8124,30,8.0,70,85
985,9.72284264,Dhaka,Kharif 2,Cauliflower,9577,30,8.0,70,85
3095,7.099192246,Dinajpur,Kharif 2,Cauliflower,21972,30,8.0,70,85
666,3.845345345,Faridpur,Kharif 2,Cauliflower,2561,30,8.0,70,85
124,2.064516129,Feni,Kharif 2,Cauliflower,256,30,8.0,70,85
487,5.164271047,Gaibandha,Kharif 2,Cauliflower,2515,30,8.0,70,85
757,7.071334214,Gazipur,Kharif 2,Cauliflower,5353,30,8.0,70,85
425,4.76,Gopalganj,Kharif 2,Cauliflower,2023,30,8.0,70,85
370,5.421621622,Habiganj,Kharif 2,Cauliflower,2006,30,8.0,70,85
2876,3.85605007,Jamalpur,Kharif 2,Cauliflower,11090,30,8.0,70,85
1966,4.650559512,Jashore,Kharif 2,Cauliflower,9143,30,8.0,70,85
196,2.734693878,Jhallokati,Kharif 2,Cauliflower,536,30,8.0,70,85
1668,5.239208633,Jhenaidah,Kharif 2,Cauliflower,8739,30,8.0,70,85
323,5.253869969,Joypurhat,Kharif 2,Cauliflower,1697,30,8.0,70,85
475,3.288421053,Khagrachari,Kharif 2,Cauliflower,1562,30,8.0,70,85
604,5.427152318,Khulna,Kharif 2,Cauliflower,3278,30,8.0,70,85
598,6.011705686,Kishoreganj,Kharif 2,Cauliflower,3595,30,8.0,70,85
916,6.942139738,Kurigram,Kharif 2,Cauliflower,6359,30,8.0,70,85
863,4.945538818,Kushtia,Kharif 2,Cauliflower,4268,30,8.0,70,85
175,2.314285714,Lakshmipur,Kharif 2,Cauliflower,405,30,8.0,70,85
1803,7.830282862,Lalmonirhat,Kharif 2,Cauliflower,14118,30,8.0,70,85
54,4.944444444,Madaripur,Kharif 2,Cauliflower,267,30,8.0,70,85
214,3.429906542,Magura,Kharif 2,Cauliflower,734,30,8.0,70,85
685,5.321167883,Manikganj,Kharif 2,Cauliflower,3645,30,8.0,70,85
884,9.90158371,Meherpur,Kharif 2,Cauliflower,8753,30,8.0,70,85
375,4.64,Moulvibazar,Kharif 2,Cauliflower,1740,30,8.0,70,85
888,3.031531532,Munshiganj,Kharif 2,Cauliflower,2692,30,8.0,70,85
1717,9.880605708,Mymensingh,Kharif 2,Cauliflower,16965,30,8.0,70,85
1382,6.487698987,Naogaon,Kharif 2,Cauliflower,8966,30,8.0,70,85
418,3.581339713,Narail,Kharif 2,Cauliflower,1497,30,8.0,70,85
507,3.362919132,Narayanganj,Kharif 2,Cauliflower,1705,30,8.0,70,85
407,4.302211302,Narsingdi,Kharif 2,Cauliflower,1751,30,8.0,70,85
706,7.478753541,Natore,Kharif 2,Cauliflower,5280,30,8.0,70,85
381,4.934383202,Netrokona,Kharif 2,Cauliflower,1880,30,8.0,70,85
1757,5.595902106,Nilphamari,Kharif 2,Cauliflower,9832,30,8.0,70,85
284,4.095070423,Noakhali,Kharif 2,Cauliflower,1163,30,8.0,70,85
1717,7.220151427,Pabna,Kharif 2,Cauliflower,12397,30,8.0,70,85
883,5.978482446,Panchagar,Kharif 2,Cauliflower,5279,30,8.0,70,85
67,1.208955224,Patuakhali,Kharif 2,Cauliflower,81,30,8.0,70,85
365,3.005479452,Pirojpur,Kharif 2,Cauliflower,1097,30,8.0,70,85
1108,5.972021661,Rajbari,Kharif 2,Cauliflower,6617,30,8.0,70,85
1567,7.863433312,Rajshahi,Kharif 2,Cauliflower,12322,30,8.0,70,85
200,3.235,Rangamati,Kharif 2,Cauliflower,647,30,8.0,70,85
999,10.51151151,Rangpur,Kharif 2,Cauliflower,10501,30,8.0,70,85
1110,5.763063063,Satkhira,Kharif 2,Cauliflower,6397,30,8.0,70,85
102,7.31372549,Shariatpur,Kharif 2,Cauliflower,746,30,8.0,70,85
1541,6.428942245,Sherpur,Kharif 2,Cauliflower,9907,30,8.0,70,85
845,6.35739645,Sirajganj,Kharif 2,Cauliflower,5372,30,8.0,70,85
1084,8.277675277,Sunamganj,Kharif 2,Cauliflower,8973,30,8.0,70,85
914,8.009846827,Sylhet,Kharif 2,Cauliflower,7321,30,8.0,70,85
1822,6.349615807,Tangail,Kharif 2,Cauliflower,11569,30,8.0,70,85
1002,5.112774451,Thakurgaon,Kharif 2,Cauliflower,5123,30,8.0,70,85
517,2.324951644,Bagerhat,Kharif 1,Chalkumra,1202,27,18.0,65,85
217,2.350230415,Bandarban,Kharif 1,Chalkumra,510,27,18.0,65,85
114,2.122807018,Barguna,Kharif 1,Chalkumra,242,27,18.0,65,85
439,2.041002278,Barishal,Kharif 1,Chalkumra,896,27,18.0,65,85
251,2.721115538,Bhola,Kharif 1,Chalkumra,683,27,18.0,65,85
407,4.061425061,Bogura,Kharif 1,Chalkumra,1653,27,18.0,65,85
699,2.848354793,Brahmanbaria,Kharif 1,Chalkumra,1991,27,18.0,65,85
210,2.642857143,Chandpur,Kharif 1,Chalkumra,555,27,18.0,65,85
249,2.879518072,Chapai Nawabganj,Kharif 1,Chalkumra,717,27,18.0,65,85
588,3.539115646,Chattogram,Kharif 1,Chalkumra,2081,27,18.0,65,85
366,3.12568306,Chuadanga,Kharif 1,Chalkumra,1144,27,18.0,65,85
135,3.637037037,CoxsBazar,Kharif 1,Chalkumra,491,27,18.0,65,85
644,2.885093168,Cumilla,Kharif 1,Chalkumra,1858,27,18.0,65,85
776,4.719072165,Dhaka,Kharif 1,Chalkumra,3662,27,18.0,65,85
430,2.844186047,Dinajpur,Kharif 1,Chalkumra,1223,27,18.0,65,85
426,3.129107981,Faridpur,Kharif 1,Chalkumra,1333,27,18.0,65,85
117,1.811965812,Feni,Kharif 1,Chalkumra,212,27,18.0,65,85
329,2.37993921,Gaibandha,Kharif 1,Chalkumra,783,27,18.0,65,85
340,2.297058824,Gazipur,Kharif 1,Chalkumra,781,27,18.0,65,85
389,3.424164524,Gopalganj,Kharif 1,Chalkumra,1332,27,18.0,65,85
259,4.111969112,Habiganj,Kharif 1,Chalkumra,1065,27,18.0,65,85
532,3.263157895,Jamalpur,Kharif 1,Chalkumra,1736,27,18.0,65,85
434,4.382488479,Jashore,Kharif 1,Chalkumra,1902,27,18.0,65,85
343,2.556851312,Jhallokati,Kharif 1,Chalkumra,877,27,18.0,65,85
435,3.834482759,Jhenaidah,Kharif 1,Chalkumra,1668,27,18.0,65,85
171,4.637426901,Joypurhat,Kharif 1,Chalkumra,793,27,18.0,65,85
519,2.97495183,Khagrachari,Kharif 1,Chalkumra,1544,27,18.0,65,85
260,2.184615385,Khulna,Kharif 1,Chalkumra,568,27,18.0,65,85
366,3.030054645,Kishoreganj,Kharif 1,Chalkumra,1109,27,18.0,65,85
356,2.980337079,Kurigram,Kharif 1,Chalkumra,1061,27,18.0,65,85
329,5.389057751,Kushtia,Kharif 1,Chalkumra,1773,27,18.0,65,85
210,2.228571429,Lakshmipur,Kharif 1,Chalkumra,468,27,18.0,65,85
209,2.990430622,Lalmonirhat,Kharif 1,Chalkumra,625,27,18.0,65,85
167,4.353293413,Madaripur,Kharif 1,Chalkumra,727,27,18.0,65,85
148,2.763513514,Magura,Kharif 1,Chalkumra,409,27,18.0,65,85
849,2.876325088,Manikganj,Kharif 1,Chalkumra,2442,27,18.0,65,85
122,3.68852459,Meherpur,Kharif 1,Chalkumra,450,27,18.0,65,85
249,3.682730924,Moulvibazar,Kharif 1,Chalkumra,917,27,18.0,65,85
529,2.051039698,Munshiganj,Kharif 1,Chalkumra,1085,27,18.0,65,85
1908,3.083333333,Mymensingh,Kharif 1,Chalkumra,5883,27,18.0,65,85
359,4.239554318,Naogaon,Kharif 1,Chalkumra,1522,27,18.0,65,85
101,3.881188119,Narail,Kharif 1,Chalkumra,392,27,18.0,65,85
382,2.282722513,Narayanganj,Kharif 1,Chalkumra,872,27,18.0,65,85
397,3.818639798,Narsingdi,Kharif 1,Chalkumra,1516,27,18.0,65,85
335,2.907462687,Natore,Kharif 1,Chalkumra,974,27,18.0,65,85
369,5.471544715,Netrokona,Kharif 1,Chalkumra,2019,27,18.0,65,85
330,3.981818182,Nilphamari,Kharif 1,Chalkumra,1314,27,18.0,65,85
272,1.356617647,Noakhali,Kharif 1,Chalkumra,369,27,18.0,65,85
949,4.979978925,Pabna,Kharif 1,Chalkumra,4726,27,18.0,65,85
332,3.421686747,Panchagar,Kharif 1,Chalkumra,1136,27,18.0,65,85
164,2.073170732,Patuakhali,Kharif 1,Chalkumra,340,27,18.0,65,85
358,2.139664804,Pirojpur,Kharif 1,Chalkumra,766,27,18.0,65,85
384,5.276041667,Rajbari,Kharif 1,Chalkumra,2026,27,18.0,65,85
724,5.379834254,Rajshahi,Kharif 1,Chalkumra,3895,27,18.0,65,85
497,3.078470825,Rangamati,Kharif 1,Chalkumra,1530,27,18.0,65,85
587,3.119250426,Rangpur,Kharif 1,Chalkumra,1831,27,18.0,65,85
180,3.75,Satkhira,Kharif 1,Chalkumra,675,27,18.0,65,85
118,7.86440678,Shariatpur,Kharif 1,Chalkumra,928,27,18.0,65,85
637,4.576138148,Sherpur,Kharif 1,Chalkumra,2915,27,18.0,65,85
405,4.735802469,Sirajganj,Kharif 1,Chalkumra,1918,27,18.0,65,85
156,5.102564103,Sunamganj,Kharif 1,Chalkumra,796,27,18.0,65,85
322,3.161490683,Sylhet,Kharif 1,Chalkumra,1018,27,18.0,65,85
1111,3.082808281,Tangail,Kharif 1,Chalkumra,3425,27,18.0,65,85
309,2.093851133,Thakurgaon,Kharif 1,Chalkumra,647,27,18.0,65,85
0,#DIV/0!,Bagerhat,Rabi,Cheena,0,25,17.0,40,85
118,0.211864407,Bandarban,Rabi,Cheena,25,25,17.0,40,85
0,#DIV/0!,Barguna,Rabi,Cheena,0,25,17.0,40,85
0,#DIV/0!,Barishal,Rabi,Cheena,0,25,17.0,40,85
58,0.844827586,Bhola,Rabi,Cheena,49,25,17.0,40,85
107,0.308411215,Bogura,Rabi,Cheena,33,25,17.0,40,85
0,#DIV/0!,Brahmanbaria,Rabi,Cheena,0,25,17.0,40,85
49,0.326530612,Chandpur,Rabi,Cheena,16,25,17.0,40,85
57,0.315789474,Chapai Nawabganj,Rabi,Cheena,18,25,17.0,40,85
0,#DIV/0!,Chattogram,Rabi,Cheena,0,25,17.0,40,85
0,#DIV/0!,Chuadanga,Rabi,Cheena,0,25,17.0,40,85
0,#DIV/0!,CoxsBazar,Rabi,Cheena,0,25,17.0,40,85
0,#DIV/0!,Cumilla,Rabi,Cheena,0,25,17.0,40,85
0,#DIV/0!,Dhaka,Rabi,Cheena,0,25,17.0,40,85
4,0.25,Dinajpur,Rabi,Cheena,1,25,17.0,40,85
0,#DIV/0!,Faridpur,Rabi,Cheena,0,25,17.0,40,85
0,#DIV/0!,Feni,Rabi,Cheena,0,25,17.0,40,85
200,0.835,Gaibandha,Rabi,Cheena,167,25,17.0,40,85
0,#DIV/0!,Gazipur,Rabi,Cheena,0,25,17.0,40,85
0,#DIV/0!,Gopalganj,Rabi,Cheena,0,25,17.0,40,85
0,#DIV/0!,Habiganj,Rabi,Cheena,0,25,17.0,40,85
20,0.5,Jamalpur,Rabi,Cheena,10,25,17.0,40,85
0,#DIV/0!,Jashore,Rabi,Cheena,0,25,17.0,40,85
0,#DIV/0!,Jhallokati,Rabi,Cheena,0,25,17.0,40,85
0,#DIV/0!,Jhenaidah,Rabi,Cheena,0,25,17.0,40,85
0,#DIV/0!,Joypurhat,Rabi,Cheena,0,25,17.0,40,85
19,0.368421053,Khagrachari,Rabi,Cheena,7,25,17.0,40,85
0,#DIV/0!,Khulna,Rabi,Cheena,0,25,17.0,40,85
0,#DIV/0!,Kishoreganj,Rabi,Cheena,0,25,17.0,40,85
812,0.456896552,Kurigram,Rabi,Cheena,371,25,17.0,40,85
0,#DIV/0!,Kushtia,Rabi,Cheena,0,25,17.0,40,85
2,0,Lakshmipur,Rabi,Cheena,0,25,17.0,40,85
10,0.5,Lalmonirhat,Rabi,Cheena,5,25,17.0,40,85
0,#DIV/0!,Madaripur,Rabi,Cheena,0,25,17.0,40,85
0,#DIV/0!,Magura,Rabi,Cheena,0,25,17.0,40,85
0,#DIV/0!,Manikganj,Rabi,Cheena,0,25,17.0,40,85
0,#DIV/0!,Meherpur,Rabi,Cheena,0,25,17.0,40,85
0,#DIV/0!,Moulvibazar,Rabi,Cheena,0,25,17.0,40,85
51,0.411764706,Munshiganj,Rabi,Cheena,21,25,17.0,40,85
0,#DIV/0!,Mymensingh,Rabi,Cheena,0,25,17.0,40,85
0,#DIV/0!,Naogaon,Rabi,Cheena,0,25,17.0,40,85
0,#DIV/0!,Narail,Rabi,Cheena,0,25,17.0,40,85
0,#DIV/0!,Narayanganj,Rabi,Cheena,0,25,17.0,40,85
0,#DIV/0!,Narsingdi,Rabi,Cheena,0,25,17.0,40,85
0,#DIV/0!,Natore,Rabi,Cheena,0,25,17.0,40,85
0,#DIV/0!,Netrokona,Rabi,Cheena,0,25,17.0,40,85
9,0.444444444,Nilphamari,Rabi,Cheena,4,25,17.0,40,85
3,0,Noakhali,Rabi,Cheena,0,25,17.0,40,85
0,#DIV/0!,Pabna,Rabi,Cheena,0,25,17.0,40,85
30,0.433333333,Panchagar,Rabi,Cheena,13,25,17.0,40,85
0,#DIV/0!,Patuakhali,Rabi,Cheena,0,25,17.0,40,85
0,#DIV/0!,Pirojpur,Rabi,Cheena,0,25,17.0,40,85
0,#DIV/0!,Rajbari,Rabi,Cheena,0,25,17.0,40,85
0,#DIV/0!,Rajshahi,Rabi,Cheena,0,25,17.0,40,85
82,0.43902439,Rangamati,Rabi,Cheena,36,25,17.0,40,85
15,0.6,Rangpur,Rabi,Cheena,9,25,17.0,40,85
0,#DIV/0!,Satkhira,Rabi,Cheena,0,25,17.0,40,85
0,#DIV/0!,Shariatpur,Rabi,Cheena,0,25,17.0,40,85
0,#DIV/0!,Sherpur,Rabi,Cheena,0,25,17.0,40,85
229,0.541484716,Sirajganj,Rabi,Cheena,124,25,17.0,40,85
0,#DIV/0!,Sunamganj,Rabi,Cheena,0,25,17.0,40,85
0,#DIV/0!,Sylhet,Rabi,Cheena,0,25,17.0,40,85
0,#DIV/0!,Tangail,Rabi,Cheena,0,25,17.0,40,85
111,0.252252252,Thakurgaon,Rabi,Cheena,28,25,17.0,40,85
854,0.56557377,Bagerhat,Rabi,Chili,483,30,15.0,50,70
343,0.921282799,Bandarban,Rabi,Chili,316,30,15.0,50,70
896,1.174107143,Barguna,Rabi,Chili,1052,30,15.0,50,70
8510,0.412455934,Barishal,Rabi,Chili,3510,30,15.0,50,70
23722,0.425512183,Bhola,Rabi,Chili,10094,30,15.0,50,70
15749,4.118991682,Bogura,Rabi,Chili,64870,30,15.0,50,70
2969,0.535197036,Brahmanbaria,Rabi,Chili,1589,30,15.0,50,70
5824,0.482657967,Chandpur,Rabi,Chili,2811,30,15.0,50,70
341,2.958944282,Chapai Nawabganj,Rabi,Chili,1009,30,15.0,50,70
5015,0.435493519,Chattogram,Rabi,Chili,2184,30,15.0,50,70
956,1.05334728,Chuadanga,Rabi,Chili,1007,30,15.0,50,70
1899,0.757240653,CoxsBazar,Rabi,Chili,1438,30,15.0,50,70
6656,0.603515625,Cumilla,Rabi,Chili,4017,30,15.0,50,70
1174,1.807495741,Dhaka,Rabi,Chili,2122,30,15.0,50,70
2915,5.246998285,Dinajpur,Rabi,Chili,15295,30,15.0,50,70
2572,0.958009331,Faridpur,Rabi,Chili,2464,30,15.0,50,70
541,0.399260628,Feni,Rabi,Chili,216,30,15.0,50,70
1270,2.909448819,Gaibandha,Rabi,Chili,3695,30,15.0,50,70
1368,0.434210526,Gazipur,Rabi,Chili,594,30,15.0,50,70
905,2.036464088,Gopalganj,Rabi,Chili,1843,30,15.0,50,70
519,1.603082852,Habiganj,Rabi,Chili,832,30,15.0,50,70
14272,1.475616592,Jamalpur,Rabi,Chili,21060,30,15.0,50,70
2054,1.40993184,Jashore,Rabi,Chili,2896,30,15.0,50,70
1391,0.437814522,Jhallokati,Rabi,Chili,609,30,15.0,50,70
1848,1.406385281,Jhenaidah,Rabi,Chili,2599,30,15.0,50,70
553,5.65641953,Joypurhat,Rabi,Chili,3128,30,15.0,50,70
812,0.383004926,Khagrachari,Rabi,Chili,311,30,15.0,50,70
386,1.733160622,Khulna,Rabi,Chili,669,30,15.0,50,70
4034,1.683936539,Kishoreganj,Rabi,Chili,6793,30,15.0,50,70
1386,2.497835498,Kurigram,Rabi,Chili,3462,30,15.0,50,70
902,1.272727273,Kushtia,Rabi,Chili,1148,30,15.0,50,70
4000,0.3475,Lakshmipur,Rabi,Chili,1390,30,15.0,50,70
600,3.641666667,Lalmonirhat,Rabi,Chili,2185,30,15.0,50,70
1213,2.615828524,Madaripur,Rabi,Chili,3173,30,15.0,50,70
550,0.969090909,Magura,Rabi,Chili,533,30,15.0,50,70
6794,6.386075949,Manikganj,Rabi,Chili,43387,30,15.0,50,70
403,0.935483871,Meherpur,Rabi,Chili,377,30,15.0,50,70
315,1.044444444,Moulvibazar,Rabi,Chili,329,30,15.0,50,70
954,1.469601677,Munshiganj,Rabi,Chili,1402,30,15.0,50,70
3540,1.377966102,Mymensingh,Rabi,Chili,4878,30,15.0,50,70
1493,3.261888814,Naogaon,Rabi,Chili,4870,30,15.0,50,70
530,2.435849057,Narail,Rabi,Chili,1291,30,15.0,50,70
539,0.513914657,Narayanganj,Rabi,Chili,277,30,15.0,50,70
1912,3.472280335,Narsingdi,Rabi,Chili,6639,30,15.0,50,70
763,3.598951507,Natore,Rabi,Chili,2746,30,15.0,50,70
1011,1.333333333,Netrokona,Rabi,Chili,1348,30,15.0,50,70
4526,3.846221829,Nilphamari,Rabi,Chili,17408,30,15.0,50,70
7760,0.446134021,Noakhali,Rabi,Chili,3462,30,15.0,50,70
1787,3.226636821,Pabna,Rabi,Chili,5766,30,15.0,50,70
14415,3.610544572,Panchagar,Rabi,Chili,52046,30,15.0,50,70
2775,0.344864865,Patuakhali,Rabi,Chili,957,30,15.0,50,70
1004,0.387450199,Pirojpur,Rabi,Chili,389,30,15.0,50,70
618,1.213592233,Rajbari,Rabi,Chili,750,30,15.0,50,70
1575,2.934603175,Rajshahi,Rabi,Chili,4622,30,15.0,50,70
1146,0.543630017,Rangamati,Rabi,Chili,623,30,15.0,50,70
3226,2.243645381,Rangpur,Rabi,Chili,7238,30,15.0,50,70
634,1.246056782,Satkhira,Rabi,Chili,790,30,15.0,50,70
10240,3.793457031,Shariatpur,Rabi,Chili,38845,30,15.0,50,70
1381,1.171614772,Sherpur,Rabi,Chili,1618,30,15.0,50,70
3044,4.08804205,Sirajganj,Rabi,Chili,12444,30,15.0,50,70
963,1.271028037,Sunamganj,Rabi,Chili,1224,30,15.0,50,70
658,1.361702128,Sylhet,Rabi,Chili,896,30,15.0,50,70
2905,1.33080895,Tangail,Rabi,Chili,3866,30,15.0,50,70
854,1.950819672,Thakurgaon,Rabi,Chili,1666,30,15.0,50,70
521,2.476007678,Bagerhat,Kharif 2,Cucumber,1290,35,18.0,60,90
1855,2.689487871,Bandarban,Kharif 2,Cucumber,4989,35,18.0,60,90
136,2.154411765,Barguna,Kharif 2,Cucumber,293,35,18.0,60,90
317,2.018927445,Barishal,Kharif 2,Cucumber,640,35,18.0,60,90
416,3.009615385,Bhola,Kharif 2,Cucumber,1252,35,18.0,60,90
469,2.978678038,Bogura,Kharif 2,Cucumber,1397,35,18.0,60,90
296,4.037162162,Brahmanbaria,Kharif 2,Cucumber,1195,35,18.0,60,90
195,1.98974359,Chandpur,Kharif 2,Cucumber,388,35,18.0,60,90
352,1.349431818,Chapai Nawabganj,Kharif 2,Cucumber,475,35,18.0,60,90
1156,2.73183391,Chattogram,Kharif 2,Cucumber,3158,35,18.0,60,90
399,2.055137845,Chuadanga,Kharif 2,Cucumber,820,35,18.0,60,90
210,2.266666667,CoxsBazar,Kharif 2,Cucumber,476,35,18.0,60,90
533,3.245778612,Cumilla,Kharif 2,Cucumber,1730,35,18.0,60,90
611,2.25695581,Dhaka,Kharif 2,Cucumber,1379,35,18.0,60,90
413,2.389830508,Dinajpur,Kharif 2,Cucumber,987,35,18.0,60,90
282,1.90070922,Faridpur,Kharif 2,Cucumber,536,35,18.0,60,90
111,1.495495495,Feni,Kharif 2,Cucumber,166,35,18.0,60,90
234,2.358974359,Gaibandha,Kharif 2,Cucumber,552,35,18.0,60,90
284,1.693661972,Gazipur,Kharif 2,Cucumber,481,35,18.0,60,90
190,2.057894737,Gopalganj,Kharif 2,Cucumber,391,35,18.0,60,90
158,2.113924051,Habiganj,Kharif 2,Cucumber,334,35,18.0,60,90
698,10.52292264,Jamalpur,Kharif 2,Cucumber,7345,35,18.0,60,90
756,4.085978836,Jashore,Kharif 2,Cucumber,3089,35,18.0,60,90
247,2.032388664,Jhallokati,Kharif 2,Cucumber,502,35,18.0,60,90
547,3.314442413,Jhenaidah,Kharif 2,Cucumber,1813,35,18.0,60,90
131,4.221374046,Joypurhat,Kharif 2,Cucumber,553,35,18.0,60,90
479,2.995824635,Khagrachari,Kharif 2,Cucumber,1435,35,18.0,60,90
273,1.505494505,Khulna,Kharif 2,Cucumber,411,35,18.0,60,90
175,6.92,Kishoreganj,Kharif 2,Cucumber,1211,35,18.0,60,90
323,4.13003096,Kurigram,Kharif 2,Cucumber,1334,35,18.0,60,90
378,6.275132275,Kushtia,Kharif 2,Cucumber,2372,35,18.0,60,90
473,1.619450317,Lakshmipur,Kharif 2,Cucumber,766,35,18.0,60,90
252,2.472222222,Lalmonirhat,Kharif 2,Cucumber,623,35,18.0,60,90
144,5.0625,Madaripur,Kharif 2,Cucumber,729,35,18.0,60,90
74,2.648648649,Magura,Kharif 2,Cucumber,196,35,18.0,60,90
507,5.605522682,Manikganj,Kharif 2,Cucumber,2842,35,18.0,60,90
892,10.93721973,Meherpur,Kharif 2,Cucumber,9756,35,18.0,60,90
186,3.596774194,Moulvibazar,Kharif 2,Cucumber,669,35,18.0,60,90
180,5.544444444,Munshiganj,Kharif 2,Cucumber,998,35,18.0,60,90
1147,6.238012206,Mymensingh,Kharif 2,Cucumber,7155,35,18.0,60,90
286,3.405594406,Naogaon,Kharif 2,Cucumber,974,35,18.0,60,90
214,3.887850467,Narail,Kharif 2,Cucumber,832,35,18.0,60,90
221,2.036199095,Narayanganj,Kharif 2,Cucumber,450,35,18.0,60,90
375,4.181333333,Narsingdi,Kharif 2,Cucumber,1568,35,18.0,60,90
284,2.492957746,Natore,Kharif 2,Cucumber,708,35,18.0,60,90
343,6.533527697,Netrokona,Kharif 2,Cucumber,2241,35,18.0,60,90
402,3.082089552,Nilphamari,Kharif 2,Cucumber,1239,35,18.0,60,90
294,2.431972789,Noakhali,Kharif 2,Cucumber,715,35,18.0,60,90
337,2.347181009,Pabna,Kharif 2,Cucumber,791,35,18.0,60,90
280,2.857142857,Panchagar,Kharif 2,Cucumber,800,35,18.0,60,90
146,1.952054795,Patuakhali,Kharif 2,Cucumber,285,35,18.0,60,90
235,1.774468085,Pirojpur,Kharif 2,Cucumber,417,35,18.0,60,90
179,4.491620112,Rajbari,Kharif 2,Cucumber,804,35,18.0,60,90
606,3.356435644,Rajshahi,Kharif 2,Cucumber,2034,35,18.0,60,90
602,2.061461794,Rangamati,Kharif 2,Cucumber,1241,35,18.0,60,90
554,2.514440433,Rangpur,Kharif 2,Cucumber,1393,35,18.0,60,90
246,2.756097561,Satkhira,Kharif 2,Cucumber,678,35,18.0,60,90
119,6.151260504,Shariatpur,Kharif 2,Cucumber,732,35,18.0,60,90
757,6.747688243,Sherpur,Kharif 2,Cucumber,5108,35,18.0,60,90
173,2.595375723,Sirajganj,Kharif 2,Cucumber,449,35,18.0,60,90
178,3.662921348,Sunamganj,Kharif 2,Cucumber,652,35,18.0,60,90
310,3.8,Sylhet,Kharif 2,Cucumber,1178,35,18.0,60,90
798,2.617794486,Tangail,Kharif 2,Cucumber,2089,35,18.0,60,90
342,2.289473684,Thakurgaon,Kharif 2,Cucumber,783,35,18.0,60,90
0,#DIV/0!,Bagerhat,Kharif 1,Dalim,0,38,5.0,70,95
21,0.047619048,Bandarban,Kharif 1,Dalim,1,38,5.0,70,95
0,#DIV/0!,Barguna,Kharif 1,Dalim,0,38,5.0,70,95
24,2.583333333,Barishal,Kharif 1,Dalim,62,38,5.0,70,95
3,0.333333333,Bhola,Kharif 1,Dalim,1,38,5.0,70,95
2,4,Bogura,Kharif 1,Dalim,8,38,5.0,70,95
33,0.878787879,Brahmanbaria,Kharif 1,Dalim,29,38,5.0,70,95
6,1.666666667,Chandpur,Kharif 1,Dalim,10,38,5.0,70,95
23,2.130434783,Chapai Nawabganj,Kharif 1,Dalim,49,38,5.0,70,95
3,2,Chattogram,Kharif 1,Dalim,6,38,5.0,70,95
5,1,Chuadanga,Kharif 1,Dalim,5,38,5.0,70,95
6,1.333333333,CoxsBazar,Kharif 1,Dalim,8,38,5.0,70,95
44,0.75,Cumilla,Kharif 1,Dalim,33,38,5.0,70,95
5,3.8,Dhaka,Kharif 1,Dalim,19,38,5.0,70,95
26,2.5,Dinajpur,Kharif 1,Dalim,65,38,5.0,70,95
18,3,Faridpur,Kharif 1,Dalim,54,38,5.0,70,95
1,1,Feni,Kharif 1,Dalim,1,38,5.0,70,95
12,1.583333333,Gaibandha,Kharif 1,Dalim,19,38,5.0,70,95
24,0.708333333,Gazipur,Kharif 1,Dalim,17,38,5.0,70,95
4,7.25,Gopalganj,Kharif 1,Dalim,29,38,5.0,70,95
0,#DIV/0!,Habiganj,Kharif 1,Dalim,0,38,5.0,70,95
6,1.5,Jamalpur,Kharif 1,Dalim,9,38,5.0,70,95
13,8.461538462,Jashore,Kharif 1,Dalim,110,38,5.0,70,95
