response,label,urdu,punjabi,sindhi
"Based on the given conditions, banana would be a good choice to grow on your farmland.",banana,دی گئی شرائط کی بنیاد پر، کیلا آپ کی زمین پر اگانے کے لیے ایک اچھا انتخاب ہوگا۔,"Ditte hoye halataan de adheen, tusi kela ugane vaste changi chon kar sakde ho.",جن ڏنل حالتن جي بنياد تي، توهان جي زرعي زمين تي ڪيلا پوکڻ سٺو انتخاب هوندو۔
"Based on your farm's conditions, grapes would be a suitable crop to grow.",grapes,آپ کے فارم کی حالت کے مطابق، انگور ایک موزوں فصل ہوگی۔,"Tuhade khet de halat nu dekh ke, angoor ugauna ek changa faisla hovega.",اوھانجي فارم جي حالتن جي لحاظ کان، انگور پوکڻ لاءِ مناسب فصل ٿيندو۔
"You should grow pigeonpeas, as your farmland conditions are similar to the conditions where pigeonpeas have been grown successfully before.",pigeonpeas,آپ کو کنگنی کی کاشت کرنی چاہیے کیونکہ آپ کی زرعی زمین کی حالتیں اُن حالتوں سے ملتی جلتی ہیں جہاں پہلے کامیابی سے کنگنی کی کاشت کی گئی تھی۔,"Tusi kheti wich arhar di dal (pigeonpeas) ugaunde koshish kar sakde ho, kyunki tuhade kheti wale maidan di haalat othe wale haalat de samaan han jithe pehlan arhar di dal safal taur te ugayi gayi hai.",توهان کنگڻ چڻا پوکڻ گهرجن، ڇاڪاڻ ته توهان جي زمين جي حالتون انهن حالتن سان ملندڙ جلندڙ آهن جتي ڪنگڻ چڻا ڪاميابي سان پوکيا ويا آهن.
"Based on your data, rice would be a suitable crop to grow on your farmland. The temperature, humidity, and other soil conditions are similar to those where rice has been successfully grown before.",rice,آپ کے ڈیٹا کی بنیاد پر، چاول آپ کی زرعی زمین پر اگانے کیلئے موزوں فصل ہو سکتی ہے۔ درجہ حرارت، نمی اور دیگر مٹی کے حالات ان جگہوں جیسے ہیں جہاں پہلے کامیابی کے ساتھ چاول اُگائے جا چکے ہیں۔,"Tohade data de adhar te, chawal tohade khet te ugaye ja sakde ne. Temperature, humidity, ate hor mrida de haleat uhna de wargi han jithe pehlan vi kamyaabi naal chawal ugaya gaya hai.",توهان جي ڊيٽا جي بنياد تي، چانور اوهان جي ٻنين تي پوکڻ لاءِ هڪ موزون فصل ٿيندو. گرمي پد، نمي ۽ ٻيا مٽيءَ جا حالتون اهي آهن جن ۾ اڳ ۾ به ڪاميابي سان چانور پوکيا ويا آهن۔
"Based on the soil and weather conditions of your farmland, it is not suitable to grow mothbeans. The high pH level of 9.93 indicates an alkaline soil condition, which is generally not suitable for most crops without amendments. Consider adjusting the pH or consulting a local agronomist for crop recommendations suitable for alkaline soils.",mothbeans,آپ کی زرعی زمین کی مٹی اور موسمی حالات کی بنیاد پر، یہاں موٹھ بینز اگانا مناسب نہیں ہے۔ 9.93 کی بلند پی ایچ سطح الکلائن مٹی کی حالت ظاہر کرتی ہے، جو ترمیمات کے بغیر زیادہ تر فصلوں کے لیے عام طور پر موزوں نہیں ہے۔ پی ایچ لیول کو ایڈجسٹ کرنے یا الکلائن مٹی کے لیے موزوں فصلوں کی سفارشات کے لیے مقامی زرعی ماہر سے مشورہ کریں۔,"Mitti ate mausam di halat nu dekhde hoye tuhade khet vich mothbeans ugaunde lai sahi nahi hai. Mitti di pH level 9.93 hai, jo ki alkaline halat nu dikhaundi hai, ate enna mitti vich bina koi sudhaar kite adhikatar fasalan nahi ugaiyan jaandiyan. Tusi pH nu theek karan bare soch sakde ho ya kisi paikha-agriculture specialist nal gal kar sakde ho jo alkaline mittiyan lai sahi fasalan di sifarish kar sakde.",توهانجي زمين جي مٽي ۽ موسم جي حالتن جي بنياد تي، مٿبانس پوکڻ لاءِ مناسب ناهي. مٽي جو pH ليول 9.93 اشارو ڪري ٿو ته اها الڪلين حالت ۾ آهي، جيڪا عام طور تي سڀني فصلن لاءِ بغير ڪنهن تبديلي جي مناسب ناهي. مٽي جو pH ليول درست ڪرڻ تي غور ڪريو يا علائقائي زرعي ماهر سان صلاح ڪريو ته ڪهڙا فصل الڪلين مٽيءَ لاءِ مناسب آهن.
"Based on the given conditions, you can grow mungbean on your farmland. The temperature, humidity, and pH levels are suitable, though you may need to improve the nitrogen and phosphorus levels slightly.",mungbean,دی گئی شرائط کی بنیاد پر، آپ اپنے کھیت میں مونگ کی فصل اگا سکتے ہیں۔ درجہ حرارت، نمی اور پی ایچ لیول موزوں ہیں، تاہم آپ کو نائٹروجن اور فاسفورس کی مقدار کو تھوڑا سا بڑھانے کی ضرورت ہو سکتی ہے۔,"Ditte hoye halat'an de aadhar te, tusi apne khet vich mong daal uga sakde ho. Tapmaan, nami, te pH paiman theek ne, par tusi thodi jehi nitrogen te phosphorus di maatr'a vadhani pa sakdi ae.",موجوده حالتن جي بنياد تي، توهان پنهنجي زرعي زمين تي مونگ پھلي پوکي سگهو ٿا. گرمي پد، نمي، ۽ پي ايڇ جا سطح موزون آهن، تنهن ڪري توهان کي نائٽروجن ۽ فاسفورس جي سطح کي ٿورو بهتر ڪرڻو پوندو.
"Given the current conditions on your farmland, you should consider growing grapes. However, you will need to increase the nitrogen level in the soil, as it is currently at zero.",grapes,آپ کی زرعی زمین کی موجودہ صورتحال کے پیش نظر، آپ کو انگور کی کاشت پر غور کرنا چاہیے۔ تاہم، آپ کو مٹی میں نائٹروجن کی سطح کو بڑھانے کی ضرورت ہوگی کیونکہ اس وقت مٹی میں نائٹروجن کی مقدار صفر کے برابر ہے۔,"Haal diyan sooratan nu dekhde hoye tusi angoor ugande bare soch sakde ho. Par tusi mitti vich nitrogen di matra vadani pauegi, kyunke is vele mitti vich nitrogen bilkul zero hai.",هاڻوڪي حالتن کي نظر ۾ رکندي، توهان کي پنهنجي پوکيءَ جي زمين تي انگور پوکڻ تي غور ڪرڻ گهرجي. البت، توهان کي مٽي ۾ نائيٽروجن جي سطح وڌائڻ جي ضرورت پوندي، جئين هينئر موجودہ سطح بلڪل صفر تي آهي.
"Your current conditions are not ideal for chickpeas. Consider seeking expert advice or checking for crops that thrive in conditions with lower nitrogen, slightly alkaline pH, and low humidity.",chickpea,آپ کے موجودہ حالات چنے کے لئے موزوں نہیں ہیں۔ ماہرین سے مشورہ کرنے پر غور کریں یا ان فصلوں کی جانچ کریں جو کم نائٹروجن، تھوڑا سا الکلائن پی ایچ اور کم نمی والی حالتوں میں بہتر ہوتی ہیں۔,"Tuhade vartaman haalatan chickpeas layi ideal nahi ne. Koi mahar da salah laina socho ya unhna crops nu vekho jo kam nitrogen, halki jehi alkaline pH, te cut humidity wale haalatan vich vadiya tarike naal ugde ne.",توهان جا موجوده حالتون چڻين جي لاءِ موزون نه آهن. ماهرن کان صلاح وٺڻ تي غور ڪريو يا اڻ وڌيڪ نائٽروجن، ٿورو الڪيلائن پي ايڇ، ۽ گهٽ نمي واري حالتن ۾ وڌندڙ فصلن کي جانچيو.
"Based on your farmland’s current data, it does not seem optimal for growing mothbeans. You might want to consider another crop that suits the soil and climate conditions better.",mothbeans,آپ کی زمین کے موجودہ ڈیٹا کی بنیاد پر، یہ مٹھ بینز اُگانے کے لئے مناسب نہیں لگ رہا ہے۔ آپ کو کوئی اور فصل اُگا نے پر غور کرنا چاہئے جو مٹی اور موسمی حالات کے لئے زیادہ مناسب ہو۔,"Farmland de current data de adhar te, lagda ae ke mothbeans di ware parhna optimal nahi hai. Tusi koi hor fasal korean te vichar kar sakde ho jo mitti te climate de conditions naal changi tarike naal match karde ho.",توهانجي زراعت جي موجوده ڊيٽا جي بنياد تي، اها مُٺبينز پوکڻ لاءِ مناسب نٿي لڳي. توهان کي شايد ڪنهن ٻئي فصل تي غور ڪرڻ گهرجي جيڪو مٽي ۽ موسمي حالتن لاءِ بهتر ٿئي.
"Based on your data, growing mothbeans is not recommended because your soil's pH value, nitrogen, and potassium levels differ significantly from the conditions where mothbeans have thrived previously on your farm. You may need to select a different crop more suited to your specific conditions or amend your soil.",mothbeans,آپ کے ڈیٹا کی بنیاد پر، موٹھ بینز کی کاشت کی سفارش نہیں کی جاتی کیونکہ آپ کی مٹی کا پی ایچ ویلیو، نائٹروجن، اور پوٹاشیم لیولز ان حالتوں سے کافی مختلف ہیں جہاں موٹھ بینز نے پہلے آپ کے کھیت میں بہتر کارکردگی دکھائی تھی۔ آپ کو شاید ایک مختلف فصل کا انتخاب کرنے کی ضرورت ہو جو آپ کے مخصوص حالات کے مطابق زیادہ موزوں ہو، یا اپنی مٹی کو درست کرنے کی ضرورت ہو۔,"Tusāḍē ḍēṭā dē ādhār tē, mōth bīan dā vadhā'uṇa sujhāwand nahīṇ, kyoṅki tusāḍī zamīna dā pH manḍ, nā'itarōjan, atē poṭesiyam di'ān min̖kāṁ pichalē samē tusāḍē farm tē jithē mōth bīan cangā vadhayā sī, us tō̃ bhōt vakhra hai. Tusāṇū ik hor fasal chunana pawegī, jō tusāḍē khas halāta vāsaṭē adhik suitabala hōvē, yā phir tusāṇū apṇī zamīna nū sudhāraṇa dī zarūrat hai.",توهان جي ڊيٽا جي بنياد تي، مٺ بينس کي پوکڻ جي سفارش نه ڪئي ويندي ڇو ته توهان جي مٽي جي پي ايڇ ويليو، نائٽروجن، ۽ پوٽيشيم جا ليول انهن حالتن کان تمام گهڻو مختلف آهن جتي مٺ بينس اڳ ۾ توهان جي فارم تي سٺا رهيا آهن. توھان کي شايد ڪو ٻيو فصل چونڊڻ جي ضرورت پوندي جيڪو توھان جي مخصوص حالتن لاءِ وڌيڪ موزون ھجي يا توهان جي مٽي کي بهتر ڪريو.
"Based on the provided conditions, pigeonpeas would be suitable for your farmland.",pigeonpeas,فراہم کردہ حالات کی بنیاد پر، کبوتر مٹر آپ کے زرعی زمین کے لیے موزوں ہوں گے۔,"Ditte hoye halataan de aadhaar te, tuhade khetaan layi arhar di daal theek rahegi.",مہيا ڪيل حالتن جي بنياد تي، توھانجي زمين لاءِ ڪانڊيءَ جو پوک مناسب ٿيندو.
"Based on the provided data and past experiences, you should consider growing grapes on your farmland.",grapes,دستیاب معلومات اور پچھلے تجربات کی روشنی میں، آپ کو اپنے کھیتوں میں انگور اُگانے پر غور کرنا چاہیے.,"Ditte data te guzre tajurbe de madde nazar, tussi apni zameen te angoor ugaun bare soch sakde ho.",فراهم ڪيل ڊيٽا ۽ ماضي جي تجربي جي بنياد تي، توهان کي پنهنجي زرعي زمين تي انگور پوکڻ تي غور ڪرڻ گهرجي.
"Based on the provided conditions, lentils are suitable for growing on your farmland given your similar nutrient, temperature, humidity, pH, and rainfall levels.",lentil,فراہم کردہ شرائط کی بنیاد پر، عدس آپ کے زرعی رقبے میں اگانے کے لئے موزوں ہیں کیونکہ آپ کے یہاں مٹی کے غذائی اجزاء، درجہ حرارت، نمی، پی ایچ، اور بارش کی سطحیں مماثل ہیں۔,"Provided conditions de adhar te, lentils tuhade farmland te ugane laayak ne, kyunki tuhadi mitti de nutrient, temperature, humidity, pH, te rainfall levels milde julde ne.",فراهم ڪيل حالتن جي بنياد تي، توهان جي زمين تي دالون پوکڻ لاءِ مناسب آهن جيئن توهان جا غذائي جزا، گرمي پد، نمي، پي ايڇ، ۽ مينهن جي سطح ساڳي آهن.
Your current soil and weather conditions are suitable for growing rice.,rice,آپ کی موجودہ مٹی اور موسمی حالات چاول اگانے کے لیے موزوں ہیں۔,Tuhade maujooda mitti ate mausam de halaat chaaval ugaunde lai uttar de han.,توهان جي هاڻوڪي مٽي ۽ موسمي حالتون ٻاجھ (چانور) پوکڻ لاءِ مناسب آهن۔
"Based on the data, kidney beans seem to be a good option for your farmland. The conditions are quite similar to those where kidney beans have been successfully grown before.",kidneybeans,اعداد و شمار کے مطابق، آپ کی زرعی زمین کے لئے لوبیا ایک اچھا انتخاب لگتا ہے۔ یہ حالات کافی حد تک ان علاقوں سے مشابہت رکھتے ہیں جہاں لوبیا پہلے کامیابی سے اگایا گیا ہے۔,"Data de adhar te, kidney beans tuhade farmland lai changi choice lagdi hai. Eh conditiona wadhia lag rahiya jithe pehla v kidney beans kamiyabi naal ugaye gaye han.",ڊيٽا جي بنياد تي، راڄما جيان ڀاڄِي توهان جي زمين لاءِ هڪ سٺو اختيار لڳي ٿي. حالتون تقريباً انهن جهڙيون آهن جتي راڄما ڪاميابي سان اڳ ۾ وڌايو ويو آهي.
"Based on your soil and weather conditions, lentils would not thrive well. You might need to consider crops that can tolerate lower nitrogen levels and higher phosphorus, such as certain grains or beans. Consult a local agricultural extension office for tailored recommendations.",lentil,آپ کی مٹی اور موسمی حالات کی بنیاد پر، دالیں اچھی نہیں پنپیں گی۔ آپ کو ایسے فصلوں پر غور کرنے کی ضرورت پڑ سکتی ہے جو کم نائٹروجن اور زیادہ فاسفورس کو برداشت کر سکیں، جیسے کہ کچھ اناج یا پھلیاں۔ مخصوص سفارشات کے لیے مقامی زراعتی توسیعی دفتر سے مشورہ کریں۔,"Tuhadi mitti te mausam di avastha de adhar ’te, masar changi tarah naal nahi badhdi. Tuhanu oh faslan bare vichar karna paina jo keithon nivyan nitarjan star te vadhare phosferas bardasht kar sakan, jaise kujha dane ya fashle. Ik lokal kheti bata office naal salaah karo detail sallah layi.",توهانجي مٽي ۽ موسم جي حالتن جي بنياد تي، دال مڪي سٺي نموني نه جياريندي. توهانکي انهن فصلن تي غور ڪرڻو پوندو جيڪي گهٽ نائٽروجن سطح ۽ وڌيڪ فاسفورس جي سطح کي برداشت ڪري سگھن، جهڙوڪ ڪجهه اناج يا ٻيان. مقامي زرعي توسيعي آفيس سان رابطو ڪريو ته جيئن اوهانکي مخصوص صلاحون ملي سگھن.
"Based on the given conditions, it looks like your farmland is suitable for growing bananas. The soil and climate conditions match well with those where banana crops have been successfully grown in the past.",banana,دئے گئے حالات کی بنیاد پر، ایسا لگتا ہے کہ آپ کی زرعی زمین کیلا اگانے کے لیے موزوں ہے۔ مٹی اور آب و ہوا کے حالات ان جگہوں سے ملتے جلتے ہیں جہاں ماضی میں کامیابی سے کیلا کی فصل اُگائی گئی ہے۔,"Ditte hoye halat de adhar te, lagda hai ke tuhadi zameen kela ugane layi theek hai. Mitti te mausam de halat match karde ne ohna naal jithe pehlan kela di fasal kamyabi naal uggi hai.",جي ڏنل شرطن مطابق، ائين لڳي ٿو ته توهان جي زمين کي ڪيلا پوکڻ لاءِ موزون آهي. مٽيءَ ۽ آبهوا جون حالتون انهن حالتن سان ڀرپور ميل کائين ٿيون، جتي ماضيءَ ۾ ڪاميابي سان ڪيلا پوکيا ويا آهن.
"Based on your farmland data, it is suitable for growing mothbeans.",mothbeans,آپ کے زرعی اعداد و شمار کے مطابق، یہ علاقے مٹھ بینز کی کاشت کے لیے موزوں ہیں۔,"Tuhade kheti de data di bunyaad te, eh mothbeans ugande layi theek hai.",توهانجي زمين جي ڊيٽا جي بنياد تي، اهو ماتبيون پوکڻ لاءِ موزون آهي.
"Based on your farmland data and past experiences, it seems suitable for growing rice. The soil and climate conditions support rice cultivation well.",rice,آپ کے زرعی زمین کے اعداد و شمار اور گزشتہ تجربات کے مطابق، یہ زمین چاول اگانے کے لئے موزوں معلوم ہوتی ہے۔ مٹی اور آب و ہوا کے حالات چاول کی کاشت کے لئے عمدہ ہیں۔,"Tuhadi zameen di data te pichle tajurbe de adhar te, eh lagda hai ke chawal ugane lai theek hai. Mitti ate mausam di halat chawal di kasht kari lai changi tarah sahara dinde ne.",توهان جي پوک واري زمين جي ڊيٽا ۽ گزريل تجربن جي بنياد تي، اهو لڳي ٿو ته اهو چانور پوکڻ لاءِ مناسب آهي. مٽي ۽ موسمي حالتون چانورن جي پوک لاءِ بهتر مدد ڪن ٿيون.
"Based on the current soil conditions, you should not grow mango at this time. The nitrogen level is too low, and the temperature is higher than the ideal range for mango.",mango,موجودہ مٹی کی حالت کو مدنظر رکھتے ہوئے، آپ کو اس وقت آم نہیں اُگانا چاہیے۔ نائٹروجن کی سطح بہت کم ہے اور درجہ حرارت آم کے لیے مثالی حد سے زیادہ ہے۔,"Is samay mitti di haalat dekhdian hoye, tusi amb na lagao. Nitrogen di maatra nika hai, te taapman vi mango lai chaahida hadd ton zyada hai.",موجوده مٽي جي حالتن جي بنياد تي، توهان کي هن وقت انب پوکڻ ناهن گهرجن. نائيٽروجن جي سطح تمام گهٽ آهي، ۽ گرمي پد انب لاءِ مناسب دائره کان وڌيڪ آهي۔
"Based on your current soil and climate data, you should grow maize. The conditions are similar to those under which maize has been successfully grown in the past.",maize,آپ کی موجودہ مٹی اور آب و ہوا کے اعداد و شمار کی بنیاد پر، آپ کو مکئی اگانی چاہیے۔ یہ حالات ان حالات سے ملتے جلتے ہیں جن میں ماضی میں کامیابی کے ساتھ مکئی اگائی گئی ہے۔,"Tuhade halle de sool te mausam de data de adhaar te, tuhanu makki ugani chahidi hai. Eh halat ohdey wargi ne jive makki nu pehlan bhi safalta naal ugaya gaya hai.",توھنجن موجودہ مٽي ۽ موسم جي ڊيٽا جي بنياد تي، توھان کي مڪئي پوکڻ گھرجي. حالتون اُهي آهن جن ۾ ماضيءَ ۾ مڪئي ڪاميابيءَ سان پوکي ويئي آهي.
"Based on your current soil and environmental conditions, it is not ideal to grow any of the crops listed in the past experiences. Your pH level and nutrient ratios are quite different. You might want to adjust the soil conditions or consult a local agricultural expert for a crop recommendation that fits your current conditions.",mothbeans,آپ کی موجودہ مٹی اور ماحولیات کی بنیاد پر، ماضی کے تجربات میں درج کسی بھی فصل کو اگانا مناسب نہیں ہے۔ آپ کے پی ایچ لیول اور غذائی تناسب کافی مختلف ہیں۔ آپ کو مٹی کی حالت کو ایڈجسٹ کرنا چاہیئے یا کسی مقامی زرعی ماہر سے موجودہ حالات کے مطابق فصل کی سفارش کے لئے مشورہ لینا چاہیئے۔,"Tuhadi haal di mitti ate vatawaran di halat de adhar te, pichle tajurbeyan vich likhiyan gayian kisaan nu ugauna theek nahi hovega. Tuhada pH level ate nutrient ratioan kaafi vakhre ne. Tusi mitti di halat nu adjust karna chaho ge ya ik local agriculture expert naal salah-mashwara karna chaho ge tusi current halat layi ik thik kisan di sifarish lai.",توهان جي موجوده مٽي ۽ ماحولياتي حالتن جي بنياد تي، گذريل تجربن ۾ درج فصلن کي پوکڻ لاءِ مثالي نه آهي. توهان جو pH ليول ۽ غذائي تناسب ڪافي مختلف آهي. توهان شايد مٽي جي حالتن کي ترتيب ڏيڻ يا پنهنجي موجوده حالتن کي پورو ڪرڻ لاءِ فصل جي سفارش لاءِ مقامي زرعي ماهر سان صلاح مشورا چاهيندا.
You should grow grapes on your farmland. Your soil and climate conditions match well with the conditions where grapes have been successfully grown in the past.,grapes,آپ کو اپنی زرعی زمین پر انگور اُگانے چاہئیں۔ آپ کی زمین اور آب و ہوا کی حالتیں ان حالات سے اچھی طرح مطابقت رکھتی ہیں جہاں ماضی میں کامیابی سے انگور اگائے گئے ہیں۔,Tusi apni zameen te angur lagaunde vaado. Tuhadi mitti ate mausam de haalaat una de naal match karde ne jithe angur pehlaan kamiyaabi naal ugaye gaye ne.,توهين کي پنهنجي زمين تي انگور پوکڻ گهرجن. توهان جي مٽي ۽ موسم جون حالتون انهن حالتن سان تمام گهڻو ملن ٿيون جتي ماضي ۾ ڪاميابي سان انگور پوکيا ويا آهن.
"Based on the given conditions, it looks like blackgram would be a suitable crop to grow on your farmland.",blackgram,دی گئی شرائط کی بنیاد پر، ایسا لگتا ہے کہ بلیک گرام اپنے کھیت میں کاشت کرنے کے لیے موزوں فصل ہوگی۔,"Ditte hoye halat de adhaar te, lagda hai ke kale chane nu tuhadi zameen te ugana theek hovega.",ڏنل حالتن جي بنياد تي، لڳي ٿو ته توهان جي زمين تي ڪاري داليءَ (Blackgram) کي پوکڻ هڪ موزون فصل هوندو۔
"Based on the conditions and past experience, growing maize would be a suitable choice for your farmland.",maize,حالات اور ماضی کے تجربے کی بنیاد پر، آپ کی زرعی زمین کے لئے مکئی اُگانا ایک مناسب انتخاب ہوگا۔,"Guzre hoye tajurbe te halat de adhar te, tuhade khet lai makkai di kheti ik changi chon hovegi.",حالات ۽ گذريل تجربي جي بنياد تي، توهان جي زمين لاءِ مکڻ پوکڻ هڪ مناسب چونڊ ٿيندي.
"Based on the provided data and past experience, blackgram would be a suitable crop to grow under these conditions.",blackgram,دیے گئے ڈیٹا اور پچھلے تجربے کی بنیاد پر، کالے چنے کی فصل ان حالات میں اُگانے کے لیے موزوں ہوگی۔,"Ditte hoye data te pichle tajurbe de adhaar te, blackgram (urad) inna halaat vich ugaun layi ek theek fasal hovegi.",مهيا ڪيل ڊيٽا ۽ ماضي جي تجربي جي بنياد تي، ڪاري گرام انهن حالتن ۾ پوکڻ لاءِ مناسب فصل هوندو۔
"Based on your farmland's current conditions, you should grow maize. The soil nutrients, temperature, humidity, pH, and rainfall are suitable for it.",maize,آپ کی زرعی زمین کی موجودہ حالت کے مطابق، آپ کو مکئی اُگانی چاہئے۔ مٹی کے غذائی اجزاء، درجہ حرارت، نمی، پی ایچ، اور بارش اس کے لئے موزوں ہیں۔,"Tuhadi khetibadi de maujooda halaat te aadhar kar ke, tusi makkai ugani chaahidi hai. Mitti wale poshak tatt, tapmaan, nami, pH, te barsaat is de layi theek ne.","اوهانجي زرعي زمين جي موجوده حالتن کي نظر ۾ رکندي، اوهان کي مکئی پوکڻ گهرجي. مٽيءَ جا غذائي اجزا، گرمي پد، نمي، پي ايڇ جي سطح، ۽ برسات ان لاءِ مناسب آهن۔
"
"Based on the conditions and past experience, growing maize would be suitable for your farmland.",maize,حالات اور گزشتہ تجربے کی بنیاد پر، آپ کی زراعتی زمین کے لیے مکئی اگانا موزوں ہوگا۔,"Guzre hoye tajurbe te halat nu dekhde hoye, tuhadya khet laee makki ugaundi sahi rahegi.",حالتن ۽ گذريل تجربن جي بنياد تي، توهانجي زمين تي مڪئی پوکڻ مناسب ٿيندو۔
"Based on the provided conditions and past experience, you could grow grapes on your farmland. The data indicates that similar conditions have supported grape growth before.",grapes,فراہم کردہ شرائط اور گزشتہ تجربات کی بنیاد پر، آپ اپنی زراعت کی زمین پر انگور اگا سکتے ہیں۔ ڈیٹا سے پتہ چلتا ہے کہ اسی طرح کی شرائط نے پہلے بھی انگور کی کاشت کی حمایت کی ہے۔,"Mojuda sharitaan te guzri hui tajurbe de adhaar 'te, tussi apni zameen 'te angoor ugaa sakde ho. Data de daseya hai ke ih sharitaan pehlaan vi angoor di kashat nu samarthan kar chukiyan ne.",مهيا ڪيل حالتن ۽ گذريل تجربن جي بنياد تي، توهان پنهنجن زمينن تي انگورن جي پوکي ڪري سگهو ٿا. ڊيٽا ڏيکاري ٿو ته اهڙين حالتن ۾ انگورن جي واڌ ويجهه اڳ ۾ پڻ ٿي چڪي آهي.
"Based on your data, your farmland seems suitable for growing rice. The conditions such as temperature, humidity, and nutrient levels closely match those from your successful past experiences with rice cultivation.",rice,آپ کے ڈیٹا کے مطابق، آپ کی زرعی زمین چاول اگانے کے لیے موزوں نظر آتی ہے۔ درجہ حرارت، نمی، اور غذائی اجزاء کی سطح جیسے حالات آپ کے چاول کی کاشت کے کامیاب پچھلے تجربات سے بہت مطابقت رکھتے ہیں۔,"Tuhadi data de adhar te, tuhadi khaiti di zameen chaval ugane lai theek lagdi hai. Hawa di garmi, nami, te poshak darvaiyaan de nakshegeer izafi ate tuhadi pehlan di safal chaval kheti de tajurbeen naal milde julde ne.",توهان جي ڊيٽا جي بنياد تي، توهان جي زمين چانور پوکڻ لاءِ مناسب لڳي ٿي. اهڙيون حالتون جيئن گرمي پد، نمي، ۽ غذائي اجزا جون سطحون ويجهيون آهن انهن حالتن سان، جيڪي توهان جي گذريل ڪامياب تجربن ۾ چانور پوکڻ سان شامل هيون.
"Your land has lower nitrogen and phosphorus levels compared to past conditions for growing maize. It's advisable to grow a different crop, or you can amend your soil with fertilizers to increase the nitrogen and phosphorus levels if you wish to grow maize.",maize,آپ کی زمین میں ماضی کے مقابلے میں مکئی اگانے کے لیے نائٹروجن اور فاسفورس کی سطح کم ہے۔ مشورہ دیا جاتا ہے کہ آپ کوئی دوسرا فصل اگائیں، یا اگر آپ مکئی اگانا چاہتے ہیں تو آپ اپنی زمین میں کھاد ڈال کر نائٹروجن اور فاسفورس کی سطح بڑھا سکتے ہیں۔,"Tuhadi zameen 'ch pehlan de mukable nitrogen ate phosphorus de paavhe katt ne steeti mein makki ugaundi. Tuhanu koi hor fasal ugavauni chahidi hai, ya phir tusi zameen vich fertilizers paa sakde ho jiven naal nitrogen ate phosphorus de paavhe vad sakde ne je tusi makki ugaundi chaunde ho.",توهان جي زمين ۾ ماضي جي حالتن جي مقابلي ۾ مکي جي پوک لاءِ نائٽروجن ۽ فاسفورس جي سطح گهٽ آهي. اهو مشورو ڏنو وڃي ٿو ته توهان ٻيو ڪجهه فصل وڌايو، يا توهان پنهنجي زمين کي فرٽيلائيزرز سان تبديل ڪري سگهو ٿا ته جئين نائٽروجن ۽ فاسفورس جي سطح وڌائي سگهو ٿا جيڪڏهن توهان مکي پوکڻ چاهيو ٿا.
"Based on your soil and weather conditions, you can consider growing maize, as your current conditions are similar to previous data where maize was successfully grown.",maize,آپ کی مٹی اور موسمی حالات کی بنیاد پر، آپ مکئی اگانے پر غور کر سکتے ہیں، کیونکہ آپ کے موجودہ حالات پہلے کے اعداد و شمار سے ملتے جلتے ہیں جہاں مکئی کامیابی سے اُگائی گئی تھی۔,"Tuhadi mitti ate mausam di haalat nu dekh ke, tusi makki ugane bare soch sakde ho, kyunki tuhadi maujuda halaat usi pichle data wangar ne jithe makki safalta naal ugayi gayi si.",توهان جي مٽي ۽ موسم جي حالتن جي بنياد تي، توهان مکڻ پوکڻ تي غور ڪري سگهو ٿا، جئين توهان جون موجوده حالتون اڳوڻن ڊيٽا سان مشابهت رکن ٿيون جتي ڪو مکڻ ڪاميابي سان پوکيل هجي.
"Based on your provided data, rice seems suitable for your farmland. The conditions of nitrogen, phosphorus, potassium, temperature, humidity, pH, and rainfall are within the range where rice has grown well in the past.",rice,آپ کے فراہم کردہ ڈیٹا کی بنیاد پر، چاول آپ کی زرعی زمین کے لیے مناسب معلوم ہوتے ہیں۔ نائٹروجن، فاسفورس، پوٹاشیم، درجہ حرارت، نمی، پی ایچ، اور بارش کی حالتیں اس حد میں ہیں جہاں ماضی میں چاول اچھی طرح اگے ہیں۔,"Tuhade ditti hoi laga de aadhar te lagda hai ke chawal tuhadi khet de mitti lai udeek hai. Naitrojan, phospht, poataasiam, tapmaan, nami, pH, te barish diyian halat ohsar ne jithe pehlan vi chawal changa ugya hai.",توهان جي فراهم ڪيل ڊيٽا جي بنياد تي، توهان جي زمين تي چانور پوکڻ موزون لڳي ٿو. نائيٽروجن، فاسفورس، پوٽاشيم، گرمي پد، نمي، پي ايڇ، ۽ برسات جا حالتون اهڙين حدن اندر آهن، جتي ماضي ۾ چانور چڱي طرح پيدا ٿيو آهي۔
"Based on the conditions and past data, bananas would be a suitable crop for your farmland.",banana,حالات اور پچھلے اعداد و شمار کے مطابق، کیلا آپ کی زرعی زمین کے لئے ایک موزوں فصل ہوگی۔,"Maujan ate pichhle data de adhaar te, kela tuhadi kheti layi ek uchit fasal hovegi.",حالائن ۽ ماضيءَ جي انگن اکرن جي بنياد تي، توهان جي زمين تي ڪڻڪ هڪ مناسب فصل هوندو.
"Based on the given conditions, rice would be a suitable crop to grow on your farmland.",rice,دی گئی شرائط کی بنیاد پر، چاول آپ کی زرعی زمین پر اگانے کے لیے ایک موزوں فصل ہو گی۔,"Ditte hoye halat de adhar te, chawal tuhadi zameen te ugaune layi ik uchit fasal hovegi.",مليل حالتن جي بنياد تي، ورياھ واري فصل اوھان جي زمين تي پوکڻ لاء مناسب ھوندي.
